"","Country","ISO2","ISO3","UN","2018_Per 100 inhabitants_Per 100 inhabitants_Fixed-broadband subscriptions","2017_Per 100 inhabitants_Per 100 inhabitants_Fixed-broadband subscriptions","2016_Per 100 inhabitants_Per 100 inhabitants_Fixed-broadband subscriptions","2015_Per 100 inhabitants_Per 100 inhabitants_Fixed-broadband subscriptions","2010_Per 100 inhabitants_Per 100 inhabitants_Fixed-broadband subscriptions","2012_Per 100 inhabitants_Per 100 inhabitants_Fixed-broadband subscriptions","2013_Per 100 inhabitants_Per 100 inhabitants_Fixed-broadband subscriptions","2014_Per 100 inhabitants_Per 100 inhabitants_Fixed-broadband subscriptions","2009_Per 100 inhabitants_Per 100 inhabitants_Fixed-broadband subscriptions","2008_Per 100 inhabitants_Per 100 inhabitants_Fixed-broadband subscriptions","2018_Per 100 inhabitants_Per 100 inhabitants_Fixed-telephone subscriptions","2017_Per 100 inhabitants_Per 100 inhabitants_Fixed-telephone subscriptions","2016_Per 100 inhabitants_Per 100 inhabitants_Fixed-telephone subscriptions","2015_Per 100 inhabitants_Per 100 inhabitants_Fixed-telephone subscriptions","2014_Per 100 inhabitants_Per 100 inhabitants_Fixed-telephone subscriptions","2013_Per 100 inhabitants_Per 100 inhabitants_Fixed-telephone subscriptions","2012_Per 100 inhabitants_Per 100 inhabitants_Fixed-telephone subscriptions","2010_Per 100 inhabitants_Per 100 inhabitants_Fixed-telephone subscriptions","2011_Per 100 inhabitants_Per 100 inhabitants_Fixed-telephone subscriptions","2009_Per 100 inhabitants_Per 100 inhabitants_Fixed-telephone subscriptions","2017_Percentage_%_Individuals using the Internet","2016_Percentage_%_Individuals using the Internet","2015_Percentage_%_Individuals using the Internet","2014_Percentage_%_Individuals using the Internet","2013_Percentage_%_Individuals using the Internet","2012_Percentage_%_Individuals using the Internet","2011_Percentage_%_Individuals using the Internet","2010_Percentage_%_Individuals using the Internet","2009_Percentage_%_Individuals using the Internet","2008_Percentage_%_Individuals using the Internet","2017_Per 100 inhabitants_Per 100 inhabitants_Mobile-cellular telephone subscriptions","2016_Per 100 inhabitants_Per 100 inhabitants_Mobile-cellular telephone subscriptions","2018_Per 100 inhabitants_Per 100 inhabitants_Mobile-cellular telephone subscriptions","2015_Per 100 inhabitants_Per 100 inhabitants_Mobile-cellular telephone subscriptions","2014_Per 100 inhabitants_Per 100 inhabitants_Mobile-cellular telephone subscriptions","2013_Per 100 inhabitants_Per 100 inhabitants_Mobile-cellular telephone subscriptions","2012_Per 100 inhabitants_Per 100 inhabitants_Mobile-cellular telephone subscriptions","2011_Per 100 inhabitants_Per 100 inhabitants_Mobile-cellular telephone subscriptions","2009_Per 100 inhabitants_Per 100 inhabitants_Mobile-cellular telephone subscriptions","2010_Per 100 inhabitants_Per 100 inhabitants_Mobile-cellular telephone subscriptions","2008_Per 100 inhabitants_Per 100 inhabitants_Mobile-cellular telephone subscriptions","2018_Per 100 inhabitants_Per 100 inhabitants_Active mobile-broadband subscriptions","2017_Per 100 inhabitants_Per 100 inhabitants_Active mobile-broadband subscriptions","2016_Per 100 inhabitants_Per 100 inhabitants_Active mobile-broadband subscriptions","2015_Per 100 inhabitants_Per 100 inhabitants_Active mobile-broadband subscriptions","2014_Per 100 inhabitants_Per 100 inhabitants_Active mobile-broadband subscriptions","2013_Per 100 inhabitants_Per 100 inhabitants_Active mobile-broadband subscriptions","2012_Per 100 inhabitants_Per 100 inhabitants_Active mobile-broadband subscriptions","2011_Per 100 inhabitants_Per 100 inhabitants_Active mobile-broadband subscriptions","2010_Per 100 inhabitants_Per 100 inhabitants_Active mobile-broadband subscriptions","2011_Per 100 inhabitants_Per 100 inhabitants_Fixed-broadband subscriptions","2008_Per 100 inhabitants_Per 100 inhabitants_Fixed-telephone subscriptions","2018_Per 100 inhabitants_Per 100 inhabitants_Individuals using the Internet","2017_Per 100 inhabitants_Per 100 inhabitants_Individuals using the Internet","2018_Percentage_%_Individuals using the Internet","2016_Per 100 inhabitants_Per 100 inhabitants_Individuals using the Internet","2015_Per 100 inhabitants_Per 100 inhabitants_Individuals using the Internet","2014_Per 100 inhabitants_Per 100 inhabitants_Individuals using the Internet","2013_Per 100 inhabitants_Per 100 inhabitants_Individuals using the Internet","2012_Per 100 inhabitants_Per 100 inhabitants_Individuals using the Internet","2011_Per 100 inhabitants_Per 100 inhabitants_Individuals using the Internet","2010_Per 100 inhabitants_Per 100 inhabitants_Individuals using the Internet","2009_Per 100 inhabitants_Per 100 inhabitants_Individuals using the Internet","2008_Per 100 inhabitants_Per 100 inhabitants_Individuals using the Internet","2009_Per 100 inhabitants_Per 100 inhabitants_Active mobile-broadband subscriptions","2008_Per 100 inhabitants_Per 100 inhabitants_Active mobile-broadband subscriptions"
"67","Egypt","EG","EGY","818",6.68514678766367,5.42693009979377,4.73192430219622,4.1392303913911,1.75399509202587,2.64836102437193,3.02728772874675,3.39274500530032,1.32802327307205,0.966576970722027,7.99126038859096,6.84847734959754,6.47796676557674,6.74487365649932,6.98472659934697,7.7155356744486,9.9019612346789,11.621531505662,10.3091956852996,12.7104020151748,44.95020425,41.24806709,37.8193834276939,33.8946039115275,29.4,26.4,25.6,21.6,20,18.01,106.755939396112,103.540996977217,95.2865968179704,101.702251886245,105.409341009824,112.782506928425,112.006814032818,98.693816668341,68.222555998722,85.3793506102223,51.8441672649403,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.18297093176691,14.8833784244953,NA,NA,46.9243380864905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","El Salvador","SV","SLV","222",7.66678825170782,7.06409047035077,6.21929053515631,5.58093406548235,2.834371652079,3.88109952623654,4.53917686843588,5.06606061068178,2.42633352853653,2.01359673986148,13.72634893204,14.3281926499258,14.6846444455387,14.9288140438037,15.1509707189433,15.3291457005747,16.9768046191016,16.185660285824,16.5804802394886,17.8496922382856,33.8207289,28.997073045597,26.8026049600572,24.7617121459061,23.1093,20.3213877242007,18.9,15.9,12.11,10.08,148.369709676985,151.621179699702,146.913224724977,147.572316368817,146.039000318977,143.501413166466,138.651919877818,133.903211429293,122.874810440156,124.52282751511,113.355683617308,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.31692688977884,17.5671959977586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","Equatorial Guinea","GQ","GNQ","226",0.12376095800149,0.150316718990937,0.278312677957175,0.325098753345976,0.125683656567819,0.14352336279118,0.326826227479601,0.345814803297225,0.0199645296855919,0.0209098090237443,0.828740044691457,0.88581476099087,0.904310472522589,0.969905046176175,1.34636992471556,1.38171872691987,1.44182794458059,1.43455283217417,1.47134375636493,1.10914053808844,26.2399999569409,23.779999971074,21.319999985207,18.86,16.4,13.9431821913076,11.5,6,2.13,1.82,44.8583282752325,47.371582810777,45.166867205256,45.6401339074833,46.0260702126124,47.4523254550066,48.5920649035921,48.523944295655,22.1828107617688,42.3138509535956,20.9098090237442,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13639316088617,1.16165605687468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","Eritrea","ER","ERI","232",NA,0.0293006548989376,0.0177695800781684,0.0149574400999396,0.00372188674424803,0.0056921325497677,0.00444925397286382,0.00603965212811673,0.002243647273007,0.00143660381633804,NA,1.9388243346627,1.95720078174306,1.97438209319203,1.93268868099735,1.88742838910494,1.84886618873265,1.71055391452592,1.81933756734657,1.55366163234955,1.3089069798665,1.177118720157,1.083733115675,0.99,0.9,0.8,0.7,0.61,0.54,0.47,20.3639551547617,14.9856791992553,NA,14.2095680949427,12.6047539913796,10.813637511965,9.39303406049045,7.52772581715087,4.52351342342111,5.84383530966571,3.54681157210494,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00438709484712375,1.31955325539322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","Estonia","EE","EST","233",33.3484262086899,30.6719014089845,29.9873149463354,29.2041130519073,26.1153621234426,26.4145881182836,27.3639904720172,28.1862404341943,23.4725532973839,21.9883543657696,26.1308317963293,27.4457893420444,28.1493494162597,29.4685343926406,30.9424991852019,32.3328243858136,33.8743869784357,36.1992821865609,35.5430293836978,36.8794320933139,88.10245687,87.24023275,88.4097035040431,84.2415280294352,80.0043,78.3899259259259,76.5,74.1,72.5,70.58,144.341324399912,144.163052312554,145.43842409216,144.720506338738,144.160461665744,146.120728214443,151.134519736479,136.02943114794,117.543362010575,124.075351643757,121.222127451266,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.2818132587788,37.1717809402921,NA,NA,89.3570077747426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","Ethiopia","ET","ETH","231",NA,0.0591635760942837,0.539557259196609,0.474039598253226,0.00468621826453512,0.00920444032554277,0.249583276537667,0.480440930975934,0.00410400024694396,0.00180423049840601,1.04372269738156,1.10996319884589,1.10710586099912,0.883262711019769,0.835930622447704,0.798284457398993,0.86005276673236,1.03706341093431,0.919690096494307,1.07358440765239,18.6180514528264,15.36692386,13.8551755555556,7.7,4.6,2.9,1.1,0.75,0.54,0.45,37.2180716971189,49.4423632291361,NA,41.961061951045,31.0823471688177,26.8875089769653,22.1336744638036,15.671921596477,4.75362781948073,7.82063306187574,2.35723076427674,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00704793100070003,1.0821608096412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","Europe","14","104","904",30.8551864340278,30.2048242875786,29.3219409670267,28.3258851207905,22.8057728839701,25.0544240152737,26.2126986755828,27.1647512253908,21.238243514439,19.4893673254877,34.2481941722708,35.7798522817486,36.6161179547175,37.2671853671072,38.3871633226534,39.1575609149623,39.6970421278308,41.8859819475136,40.9279046421066,42.5998683514933,77.2,75.5,74.0637647127443,72.1538862604032,70.5285352511156,67.4329571974593,64.6811513070074,62.6801617746927,59.8287385899248,56.5010188014766,120.39435641017,120.51514785479,118.4914746447,120.496117062846,121.14863145789,121.675263543198,119.978025741585,117.709951199147,116.614203729885,114.689058218732,117.122994908472,90.6901146448078,85.9381479174037,79.7778769530859,71.6003223501041,64.0019349636462,53.1439841103355,46.1631909958334,37.8041583126029,28.6947868234233,24.1253456961393,41.7232939308108,80.1469087808248,77.381763090061,79.6,74.935278503134,72.8659446031537,71.9082915314648,69.437610996662,67.3168009032257,64.7389232340166,63.1729864566323,59.6102974784091,56.2996259221328,NA,NA
"74","Falkland (Malvinas) Is.","FK","FLK","238",NA,32.5945241199478,54.9863387978142,70.5716302046577,40.4688038607377,43.5352461919943,46.3851109520401,50.60888252149,39.0812478573877,30.2864938608458,NA,65.1890482398957,77.0150273224044,70.5716302046577,73.7464183381089,73.0493915533286,70.1735742118314,68.5625646328852,69.926905673512,67.7065478231059,NA,99.0152068083764,98.3050567595459,97.6,96.9,96.9230425709516,96.38,95.84,95.84,92.96,162.972620599739,159.631147540984,NA,155.257586450247,149.426934097421,129.098067287044,122.458377612469,114.375217542638,111.621528968118,112.168217855912,102.012278308322,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.0814479638009,68.0763983628922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","Faroe Islands","FO","FRO","234",NA,37.3280089383625,37.3092811325846,37.0273251337121,33.837369808006,34.1199339506302,34.8701244466717,36.2030859049208,33.2203815261044,31.1125052279381,NA,37.2866276302994,39.6030971706142,41.795175958877,43.7844036697248,45.0534536039422,39.0548251572853,42.1947546743632,40.9029128243732,43.766733601071,97.5819589384468,95.1086816720257,94.2,93.3,90,85.3351892392109,80.7321728,75.2,75.18,75.57,116.473898739939,113.10692711685,NA,110.742752492144,121.52210175146,120.58590161196,122.73895867734,122.273801308994,119.212265729585,124.327602794161,114.721873693015,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.5758944440959,45.633626097867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","Fiji","FJ","FJI","242",1.47518401599125,1.38297060033574,1.41357337640231,1.465991731779,2.70406062678381,1.56241872035641,1.2623497010194,1.43423821026645,1.5029807752007,1.54147163164613,8.66140038914161,8.65590301085293,8.50321928383687,8.35398853593084,8.74253998774313,8.11279470614874,10.2208031960456,15.1014517025696,15.0379466534792,16.0234385341779,49.9663730102662,46.5069783122217,42.5,37.4,35.2,33.7423567521104,28,20,17,13,117.83057669931,119.748532494879,NA,111.204233808067,101.122161271298,107.485836544949,99.2763583020545,84.1972137323687,74.9733200411885,81.1706663503207,70.9755950416449,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6926894350448,15.2715821997939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","Finland","FI","FIN","246",31.4527133714412,31.0267626693975,31.1402213975157,31.5610015613592,29.0619335634582,30.4278852102675,31.6272420096261,32.1986387766824,29.3059381962173,30.4166841340146,5.84871987275503,6.85854753744576,8.31800423194154,9.80091302474201,11.6966110040061,13.8297938842232,16.4272905405031,23.2957656498158,20.0369644889331,26.7676875450886,87.46892907,87.70364996,86.4221333325445,86.5303927529377,91.5144,89.879997974222,88.70999491353,86.89,82.49,83.67,132.634874335261,133.984804226776,132.184690622637,134.939525155616,139.205783999776,136.26079292044,172.121807574468,165.861539380613,144.133702165862,156.361179041564,128.396756882151,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.7957083048394,31.0182501984698,NA,NA,88.8899599985585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","France","FR","FRA","250",44.7711512839159,43.8138505713898,42.8035085763819,41.684509070147,33.9331416758363,37.7256255527776,39.0336892509844,40.45422008909,31.7414126943266,28.6613523300498,59.4240596138719,59.7262514934454,60.317689867426,60.39886305102,60.4499984811558,61.1642572545497,62.4722514887738,64.6029001807106,63.8541252271926,65.4494754800305,80.50245972,79.26981132,78.01,83.75,81.9198,81.44,77.8199989926706,77.28,71.58,70.68,106.439434661604,104.48973547741,108.408133611998,103.456461432481,101.91833914778,99.108634247367,97.9481837746427,94.6122951347475,92.6052357661701,91.8979515273094,93.1887783105803,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.9825983352342,56.4225163648204,NA,NA,82.0435342174473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","French Polynesia","PF","PYF","258",NA,20.8922789403916,20.192297186561,19.0052869758791,12.1022311459721,14.9443490286173,16.6094522210056,18.3066193113855,11.3212241851207,10.479018105665,NA,21.7756481300389,22.044978603296,22.2217747250333,22.4305772805064,22.8585274185434,23.2525892385817,20.6196168208516,20.5455401235721,20.4784847730854,72.7038953132942,68.440419493378,64.560209747212,60.68,56.8,52.8766305867993,49,49,44.6,33.87,104.250965222997,102.016206865155,NA,98.2462178351225,93.8970574704183,90.0369181142908,84.6106662503067,83.2382012566399,78.5138018653819,81.0230620555066,70.8722605761548,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.4479898990654,20.6592416146269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","Gabon","GA","GAB","266",1.37306390157011,0.724856319403649,0.747955672495223,0.568982885331619,0.25133301316389,0.285766213517656,0.489799242847418,0.573309268499841,0.235638601643925,0.144875999315132,1.02950301400243,1.02841744788779,0.943585575382507,0.963091586631521,0.981951374880561,1.05950730598859,1.29229197076955,1.87058997377073,1.33554152679957,2.32387974464093,62,48.0522737506185,45.78453653,38.07120929,30.53803344,24,18,13,9.5,7.5,128.981660897811,147.543495031807,138.280968727513,144.867037089141,155.681654103408,151.079897263233,146.182449153618,140.696768142654,92.4197923677823,99.1293853978105,85.6085450498505,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.267120177367798,2.18400568967561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","Gambia","GM","GMB","270",0.194421808925421,0.180677531710036,0.174488724771257,0.171296251905689,0.0195182233286267,0.0262465400498579,0.0223046964116938,0.135520903222364,0.0172386151875648,0.0177589927099335,1.92974500174116,1.44722702899739,1.76670997089063,2.15738352526056,2.75888543814802,3.26911481928104,3.36984577008136,2.72011536942978,2.72976121488172,2.78409381484233,19.8364544419252,18.5,16.5,15.56,14,12.4492287209242,10.8703,9.2,7.63,6.88,133.972389762992,132.058976258366,139.529028189189,130.194356284698,112.828241706447,94.1509752957664,80.1144664104654,75.8144779608981,75.4404322525296,82.4420197234435,69.0313357426367,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0236453052706305,2.89282151916343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","Georgia","GE","GEO","268",20.9996297723025,19.2312201712469,17.2120683858596,16.4719646198992,4.45053900869435,11.3936988848224,12.7678235562468,14.8892117608779,3.64122389788649,2.70674241519026,14.507729564905,17.8068488762985,20.9299331332727,23.6114262199309,27.1940378325239,29.6462001022056,31.39312803357,27.1253999964382,32.8469104637398,15.0503921112642,59.7055045962571,58.4592896118725,47.5697596438736,44,43.3,36.94,31.52,26.9,20.07,10.01,137.260783752204,137.764758619831,133.397561093816,137.934333503223,133.83766455671,123.326444704116,115.611699104305,108.559802617828,68.8676813220265,97.0516203682809,66.5053450021786,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.08926647450868,14.9186451683763,NA,NA,63.9686295228918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","Germany","DE","DEU","276",41.0854004415405,40.2043777542343,38.9323920519132,37.5454224856195,32.3678342047129,34.5261117127136,35.2844894990065,36.30777256798,30.8586057291177,28.0144641105655,51.7296854938581,53.7150430756537,55.1136674984897,55.4486313303156,57.7296277249935,59.994308301782,61.8727602616529,65.4484252675857,63.5700924333879,66.3782767460172,84.39550077,84.1652066441212,87.5897993525767,86.19,84.17,82.3499984738392,81.26999953602,82,79,78,132.758759002971,125.885456425358,129.324213734645,117.817643108913,122.197100177976,123.233483298983,114.11263569215,112.422595373443,129.789926598358,109.369391184397,130.169723214311,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.7108193032243,62.0483974539581,NA,NA,89.7391210364906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","Ghana","GH","GHA","288",0.197560380583908,0.195079471448294,0.304038224917575,0.262599955725846,0.210192900867443,0.262081938110781,0.258553509714971,0.257746036075703,0.117500601962522,0.0975223674424674,0.935190130366067,1.03549392175153,0.882980428478462,0.989507599947647,0.956518056382579,1.01633196023173,1.09623044684947,1.12147406301929,1.12149137346445,1.10624162734259,39,34.66600065,25,25.51773743,15,10.6,9,7.8,5.44,4.27,126.201621381342,134.488982406223,137.517165762391,125.706952855566,111.520142189713,105.332441108561,98.5458668395108,83.3704234552527,62.5085991690849,70.3681077582347,49.1025120072824,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.256616271682931,0.610681839641909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","Gibraltar","GI","GIB","292",54.1461533898808,51.5091318785579,48.6231733704835,46.1732274128527,31.0644633020694,35.6030434524163,NA,38.5470719051149,27.6984954565768,NA,NA,58.5655834914611,50.4698105937102,NA,69.3847294292068,NA,68.6797836295548,71.4604734256364,71.4030703320243,71.503053776255,NA,94.4444715818151,NA,NA,NA,65.017,65,65,65.07,58,121.664492409867,121.931410617423,NA,122.839103628172,112.676056338028,NA,103.281222136361,96.6916577412829,85.2078057500373,89.3255917820455,77.4754909264281,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.5713435677734,71.5158377782413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","Greece","GR","GRC","300",37.6522654954085,35.7470634706631,34.0552614014735,32.2618635521471,20.6900083094247,24.9457083560389,27.1234206973605,29.4919775402525,17.4886616556282,13.6499802677624,47.0294079800073,48.975821826112,48.9953778478661,49.3497502286639,49.7050027585031,50.2081839765374,50.6551310739835,54.1724251093235,53.0511874555537,54.7514561186181,70.5494334521129,69.08791547,66.835,63.21,59.8663,55.0699934418411,51.6499951676815,44.4,42.4,38.2,122.40093855404,118.122548029073,115.666911798109,117.888777879406,113.485473378576,116.555514175318,123.92287446811,111.994611914827,121.313651125732,112.905270445736,124.990523363069,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.7561549786459,47.5864851246464,NA,NA,72.952094201811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","Greenland","GL","GRL","304",23.3222544374514,21.2744108638303,NA,17.7377299253242,21.8757724495921,20.1522932530547,19.1441840677846,18.4459303666129,22.1054858271048,21.1343924280009,14.2493458737006,16.4072874063844,NA,28.3803678805187,30.5067309909367,31.9069734463077,33.4868071542412,38.5289028567393,35.1817796010751,38.8520659991539,69.4824617821988,68.500873675421,67.600443481006,66.7,65.8,64.8960100995989,64,63,62.83,62.82,110.182185159611,NA,110.559719963227,108.200152544477,107.83774675866,107.065622008721,105.285992562423,103.872542085161,94.2532788041179,101.25534093718,98.1967241955631,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.0266657235818,40.1435583469679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","Grenada","GD","GRD","308",NA,20.054295867381,18.8833767152484,18.026624330514,13.5899390961377,14.8912011615137,16.6404733290191,17.2733283135296,11.6940324608419,8.490744955242,NA,29.3044356657106,24.2841984019735,24.6662834514913,25.049126737801,26.4259961172229,25.8055209128306,26.7045080154001,26.2856286752313,26.7816124549811,59.071735362999,55.8564078225865,53.81,51.6,35,32,30,27,24.05,23.18,102.07713260097,107.901252482745,NA,109.277456911103,107.574700189161,122.954608486641,120.90910783091,113.164350724746,108.162474359338,114.791072453946,56.9166287361554,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.7402149893254,27.1004020634198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","Guam","GU","GUM","316",NA,NA,NA,NA,1.88153834575149,NA,1.87024257046139,1.86316887762707,1.88411440342658,1.69772881611711,NA,NA,NA,42.0134319413295,41.8591941173548,41.7687507403043,41.8760469011725,41.0802538822408,NA,41.1364978081469,80.5054655600831,77.009999893206,73.139999947043,69.27,65.4,61.5341593079002,57.7,54.04,50.6420283820435,48.4187021509296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.1856435021002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","Guatemala","GT","GTM","320",NA,3.13923110711991,3.05130363027945,2.82940476158979,1.77028446967711,1.83554582803972,2.26231189185612,2.72390612059006,1.08966983911933,0.674690220804334,14.1240394671823,14.5498868753536,14.8029111125101,10.5759637528643,10.7911356711663,11.9458449625207,11.4194758077375,10.2430709938069,10.8794076528278,9.87152862447414,65,34.5093260915602,28.8059415553524,23.4,19.7,16,12.3,10.5,9.3,8.3,118.158542403563,110.139518144885,118.667087124893,111.499579539772,106.20838000517,139.244762826132,136.123316890811,130.305467308047,120.893692718554,123.495933164448,106.726997061635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.344471838216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","Guernsey","GG","GGY","831",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","Guinea","GN","GIN","324",NA,0.00933911933347691,0.00937093030080942,0.00874730845318895,0.00490572376301194,0.00657151673704292,0.00734428936059423,0.00807103804848757,NA,NA,0,0,0,0,0,0,0,0.17660605546843,0.172736897138632,0.220784469297862,18,9.8,8.2,6.4,4.5,3.1,2,1,0.94,0.92,96.954477552511,94.6463960381751,96.1150183904955,94.1560281901259,77.8720654378242,68.2694935570844,52.4284993162337,46.6446241590592,35.0144096991019,39.2457901040955,28.237588399054,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00575789657128775,0.277241777008894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","Guinea-Bissau","GW","GNB","624",0.0642372124464401,0.0344064611942707,0.0404502148181311,0.0604995849647882,0.0525417394862337,0.0749542517378732,0.0880931651959193,0.0824255201227579,NA,NA,0,0,0,0,0,0,0,0,0,0.326432471809483,3.93050915199411,3.761413832337,3.540706917021,3.32,3.1,2.89399062085531,2.672,2.45,2.30328059172582,2.35488871087933,78.4851311028392,72.1391150772145,78.9888828006998,71.2924000778263,65.4852736025034,57.0244895359031,65.3711356971026,46.8739063422711,37.7611072287541,44.4874192088659,34.5665599584225,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0639799768264524,0.321161405894939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","Guyana","GY","GUY","328",NA,8.37037648570345,7.41578598023252,6.99566867162172,1.4935231293933,3.96889590799035,4.85983523973212,5.92431030417354,0.912509796474072,0.680755794257495,NA,17.5169177345328,18.3563487207144,20.0743518643997,20.9239173150986,20.651665711821,20.4139798967168,19.9959703030012,20.2517725403841,19.6654353646696,37.3258367878094,35.66,34,32,31,30.5,30,29.9,23.9,18.2,82.9710715124184,75.7950809470966,NA,70.7030720637138,74.262490502764,73.0996924738405,72.4182849063872,70.3108128952645,65.3365306171578,74.7758314252318,59.9569908022983,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.73128128207992,18.5884895496487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","Haiti","HT","HTI","332",0.279596352768966,0.272254630741682,0.0124354587697198,0.0126033818576001,NA,0,0,0,NA,NA,0.0532401800996082,0.0539228067977338,0.0525093704133868,0.0532184343720028,0.388662100866536,0.394205183798167,0.487760622694721,0.50254680670703,0.495033820710631,1.09205447698449,12.3261035817213,12.2326016070408,12.1977,11.4,10.6,9.8,9,8.37,8.1,7.6,57.4180645591305,60.0002583032979,57.5289184439915,68.2527355789917,64.1701225205135,68.8436087080887,59.4575028802265,41.582840939693,37.2319133835461,40.2037445365624,33.1723781899906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.11956776391218,NA,NA,32.4736271300557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","Honduras","HN","HND","340",3.70261471107967,2.52721043019031,2.37720713272163,2.16592581342789,0.0120228867672501,0.709167820027357,0.784120422057298,1.76260880216812,NA,NA,5.54892077431478,5.2084666762046,4.77768087850071,5.4545877521531,5.88837875431756,7.03635304160779,7.065476592092,8.09619992617948,7.24330657326525,8.78855078198085,31.7,29.5,27.1,19.08,17.8,18.12,15.9,11.09,9.8,9.6,87.320899865129,84.4890001342927,79.1503164216989,88.3184701801268,86.2600103689439,88.2788709602443,85.2944978590254,95.0659328725286,102.944259901666,114.278392347673,77.819145703741,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.675536169248872,10.3467442179539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
