"","Country","ISO2","ISO3","UN","2018_Per 100 inhabitants_Per 100 inhabitants_Fixed-broadband subscriptions","2017_Per 100 inhabitants_Per 100 inhabitants_Fixed-broadband subscriptions","2016_Per 100 inhabitants_Per 100 inhabitants_Fixed-broadband subscriptions","2015_Per 100 inhabitants_Per 100 inhabitants_Fixed-broadband subscriptions","2010_Per 100 inhabitants_Per 100 inhabitants_Fixed-broadband subscriptions","2012_Per 100 inhabitants_Per 100 inhabitants_Fixed-broadband subscriptions","2013_Per 100 inhabitants_Per 100 inhabitants_Fixed-broadband subscriptions","2014_Per 100 inhabitants_Per 100 inhabitants_Fixed-broadband subscriptions","2009_Per 100 inhabitants_Per 100 inhabitants_Fixed-broadband subscriptions","2008_Per 100 inhabitants_Per 100 inhabitants_Fixed-broadband subscriptions","2018_Per 100 inhabitants_Per 100 inhabitants_Fixed-telephone subscriptions","2017_Per 100 inhabitants_Per 100 inhabitants_Fixed-telephone subscriptions","2016_Per 100 inhabitants_Per 100 inhabitants_Fixed-telephone subscriptions","2015_Per 100 inhabitants_Per 100 inhabitants_Fixed-telephone subscriptions","2014_Per 100 inhabitants_Per 100 inhabitants_Fixed-telephone subscriptions","2013_Per 100 inhabitants_Per 100 inhabitants_Fixed-telephone subscriptions","2012_Per 100 inhabitants_Per 100 inhabitants_Fixed-telephone subscriptions","2010_Per 100 inhabitants_Per 100 inhabitants_Fixed-telephone subscriptions","2011_Per 100 inhabitants_Per 100 inhabitants_Fixed-telephone subscriptions","2009_Per 100 inhabitants_Per 100 inhabitants_Fixed-telephone subscriptions","2017_Percentage_%_Individuals using the Internet","2016_Percentage_%_Individuals using the Internet","2015_Percentage_%_Individuals using the Internet","2014_Percentage_%_Individuals using the Internet","2013_Percentage_%_Individuals using the Internet","2012_Percentage_%_Individuals using the Internet","2011_Percentage_%_Individuals using the Internet","2010_Percentage_%_Individuals using the Internet","2009_Percentage_%_Individuals using the Internet","2008_Percentage_%_Individuals using the Internet","2017_Per 100 inhabitants_Per 100 inhabitants_Mobile-cellular telephone subscriptions","2016_Per 100 inhabitants_Per 100 inhabitants_Mobile-cellular telephone subscriptions","2018_Per 100 inhabitants_Per 100 inhabitants_Mobile-cellular telephone subscriptions","2015_Per 100 inhabitants_Per 100 inhabitants_Mobile-cellular telephone subscriptions","2014_Per 100 inhabitants_Per 100 inhabitants_Mobile-cellular telephone subscriptions","2013_Per 100 inhabitants_Per 100 inhabitants_Mobile-cellular telephone subscriptions","2012_Per 100 inhabitants_Per 100 inhabitants_Mobile-cellular telephone subscriptions","2011_Per 100 inhabitants_Per 100 inhabitants_Mobile-cellular telephone subscriptions","2009_Per 100 inhabitants_Per 100 inhabitants_Mobile-cellular telephone subscriptions","2010_Per 100 inhabitants_Per 100 inhabitants_Mobile-cellular telephone subscriptions","2008_Per 100 inhabitants_Per 100 inhabitants_Mobile-cellular telephone subscriptions","2018_Per 100 inhabitants_Per 100 inhabitants_Active mobile-broadband subscriptions","2017_Per 100 inhabitants_Per 100 inhabitants_Active mobile-broadband subscriptions","2016_Per 100 inhabitants_Per 100 inhabitants_Active mobile-broadband subscriptions","2015_Per 100 inhabitants_Per 100 inhabitants_Active mobile-broadband subscriptions","2014_Per 100 inhabitants_Per 100 inhabitants_Active mobile-broadband subscriptions","2013_Per 100 inhabitants_Per 100 inhabitants_Active mobile-broadband subscriptions","2012_Per 100 inhabitants_Per 100 inhabitants_Active mobile-broadband subscriptions","2011_Per 100 inhabitants_Per 100 inhabitants_Active mobile-broadband subscriptions","2010_Per 100 inhabitants_Per 100 inhabitants_Active mobile-broadband subscriptions","2011_Per 100 inhabitants_Per 100 inhabitants_Fixed-broadband subscriptions","2008_Per 100 inhabitants_Per 100 inhabitants_Fixed-telephone subscriptions","2018_Per 100 inhabitants_Per 100 inhabitants_Individuals using the Internet","2017_Per 100 inhabitants_Per 100 inhabitants_Individuals using the Internet","2018_Percentage_%_Individuals using the Internet","2016_Per 100 inhabitants_Per 100 inhabitants_Individuals using the Internet","2015_Per 100 inhabitants_Per 100 inhabitants_Individuals using the Internet","2014_Per 100 inhabitants_Per 100 inhabitants_Individuals using the Internet","2013_Per 100 inhabitants_Per 100 inhabitants_Individuals using the Internet","2012_Per 100 inhabitants_Per 100 inhabitants_Individuals using the Internet","2011_Per 100 inhabitants_Per 100 inhabitants_Individuals using the Internet","2010_Per 100 inhabitants_Per 100 inhabitants_Individuals using the Internet","2009_Per 100 inhabitants_Per 100 inhabitants_Individuals using the Internet","2008_Per 100 inhabitants_Per 100 inhabitants_Individuals using the Internet","2009_Per 100 inhabitants_Per 100 inhabitants_Active mobile-broadband subscriptions","2008_Per 100 inhabitants_Per 100 inhabitants_Active mobile-broadband subscriptions"
"188","Singapore","SG","SGP","702",25.8792923802505,25.8530028077934,25.8435547826407,26.5765308239118,26.0837095306881,26.6841680640718,27.3830586256726,26.6757105891713,24.8358338296473,22.4297312033743,34.1571922114099,34.8928818135679,35.3471767008618,36.0523104522195,36.1352722750327,36.0670123990211,37.0166474344983,38.9014439586122,38.3404171565055,38.8775934670985,84.44953878,84.45226789,79.0129570025584,79.0292358633435,80.90205685,72,71,71,69,69,146.843724493219,149.650649476071,145.707363561852,147.225969537309,146.658496250018,154.721432294957,150.249298069309,148.0782485719,138.6216041754,143.916438583622,134.318745074128,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.7533697238943,39.2813440417572,NA,NA,88.1656360313447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189","Slovakia","SK","SVK","703",27.6543944321434,25.7851832816315,24.5597255275309,23.4345688092838,16.2269669266698,19.3076903330798,20.4558512281608,21.9425166100151,14.3498249355277,11.1992304288777,13.253294416629,13.929073587988,15.1340232631257,15.9435618185334,16.9219991957711,17.8376070346615,18.001513973786,20.332369038398,19.5237067837913,22.5811970147855,81.62566752,80.47585728,77.6347,79.98,77.8826,76.7099901181121,74.4399971746757,75.71,70,66.05,130.651315185668,128.443552860959,132.801822991835,122.811455786663,117.486211969747,114.509902291245,112.550155691095,110.614322185672,101.787877514301,109.635264106653,102.234926994274,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.6208005380725,23.8668726412762,NA,NA,80.660335563768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190","Slovenia","SI","SVN","705",29.4891755224303,28.9839018991579,28.411684448537,27.232825044817,23.02738119067,24.7512055215633,25.4286489813922,26.8835901345014,22.0783320319952,21.0223958652571,33.4342395481455,34.5423363773927,35.130772679719,36.3597124177831,37.2278823383739,38.6967248474391,40.5892537890771,44.5757601413766,42.960297608282,46.1749018096139,78.88542636,75.49850426,73.0987,71.59,72.6756,68.3499745287825,67.3399948092396,70,64,58,117.664181268102,115.020031722921,118.674227092886,113.650402496332,112.522345957993,110.685954699459,108.9092696505,105.71645995904,103.276176072031,103.847285102751,101.574205705044,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.1005768573583,48.3559987583117,NA,NA,79.7499765956562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191","Solomon Islands","SB","SLB","090",0.227921275256297,0.183322091884303,0.264594680985022,0.235443147112174,0.477777293643592,0.383409793494622,0.329753420054049,0.22739699427164,0.38821307462814,0.297997457088366,1.1380746472811,1.16423678422235,1.19543844581701,1.23325783677489,1.2817695744525,1.33336600529286,1.44947604857723,1.59132802006589,1.54952439517581,1.59167360597538,11.9242290619686,11.000902271205,10.000464982561,9,8,6.9974,6,5,4,3,73.1607652989833,67.2499911209839,73.8337798323369,70.4193872509194,64.1644480555428,56.5525365109148,54.3368287406283,50.7592503337821,9.70532686570351,21.880760275906,5.95994914176732,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.448736060097392,1.58931977113795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192","Somalia","SO","SOM","706",NA,0.671730739611873,0.648543357520241,0.594323442849024,NA,0.314576623512259,0.459287915423049,0.521470893580604,NA,NA,NA,0.000445535694640528,0.338370447401865,0.369640190064637,0.426116215897293,0.489907109784586,0.550509091146453,0.830297006372447,0.727196276173309,0.853410381498336,2.00404869843096,1.88,1.76,1.63,1.5,1.3767,1.25,NA,1.16061054246061,1.14268737216185,48.796440156091,46.8998358621355,NA,42.2984342983769,40.9727130670475,39.674821093961,18.0881558519549,14.5439255234662,5.47036054540433,5.3819851953062,5.50135700139368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.877409410110634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"193","South Africa","ZA","ZAF","710",2.39968952382383,1.97016980742735,2.04735490968613,2.54457382987406,1.45069122019806,2.09567347529628,3.00856140153241,3.12831325413858,0.952909038136192,0.855774461725397,5.37050488092594,8.4372822083294,8.04668105118652,7.45861341654707,6.68773386773065,7.21883000580344,9.17424976044173,9.49099599109389,9.33394136634941,9.64399417390225,56.1673944673383,54,51.919115722747,49,46.5,41,33.97,24,10,8.43,155.232395662244,146.622187308823,153.24990165682,158.882946772804,145.351387222096,143.172657740392,129.454020655179,123.068036144698,91.9943536276346,98.3502263039254,90.3987107456405,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.74410482473814,9.79319366411105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"194","South Sudan","SS","SSD","728",0.00234148787614932,0.00183305237223098,0.00138471960074287,0.00139982071096334,2.1034112703e-05,0.000168089677622785,0.000965713780783937,0.000947429056512248,NA,NA,0,0,0,0,0,0,0.00148314421431869,0.02524093524396,0.0223788766190481,NA,7.97742890716027,6.6797280510287,5.5,4.51615373,3.829969245,NA,NA,NA,NA,NA,25.5613012582163,24.9249528133717,33.4629685492624,27.0538682738848,27.2489786714771,27.5540159931859,22.7415446195532,18.3099899610394,NA,15.775584527475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.0688866580088e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195","Spain","ES","ESP","724",32.0318387878506,31.4448462196029,30.2625008202145,29.0172426139003,22.6979365351463,24.4874493923685,26.1067890631168,27.8015089382438,21.0387440291442,19.8311152419367,42.0825900183707,42.2097248319886,42.0526935845713,41.510412490798,41.1230703371302,41.3041034780006,41.5923358999606,43.0023173374793,42.2413911746266,43.4580565055508,84.6022428,80.56133294,78.6896,76.19,71.635,69.8099999420024,67.0899993926581,65.8,62.4,59.6,112.561249893563,110.480234008818,115.871101743226,109.418604237588,108.611596174905,106.878533612057,107.653643855712,111.694501174915,109.593786993331,109.499905339784,107.715692944626,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.7187836099723,44.6637748041728,NA,NA,86.1072355256591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"196","Sri Lanka","LK","LKA","144",7.21059441852547,5.77670461688055,4.24421646158532,2.99366841261493,1.12683330160687,1.72408754858128,2.05370011759157,2.73035909113452,0.842795401278942,0.510018422752941,11.617521002048,12.3209677077354,11.7966882054287,15.7244679280355,13.0353155163446,13.0996514260289,16.7995821279331,17.6611857117679,17.689499378312,17.0743490647853,34.1133478999619,16.4,12.1,25.8,21.9,18.2854,15,12,8.78,5.8,133.467627273567,122.720085384397,115.060995310937,114.308451964406,106.419358269575,98.3163372912203,94.1568237826676,89.8078275080757,81.0267126387705,85.6753396808971,55.4566797091111,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.75993358726381,17.2458654890837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197","St. Helena","SH","SHN","654",NA,16.6444740346205,22.6158495634654,22.7962489343563,10.3607949064249,5.20871813816033,19.8244985673352,21.6936748562467,8.07078957604045,4.35543457126191,NA,49.9334221038615,46.306245802552,46.5132139812447,46.5760585467852,46.7048710601719,46.9338751385297,45.9000578815358,45.8143939393939,45.4881369117075,NA,NA,NA,NA,NA,37.6,33,24.94,19.07,18.82,66.577896138482,41.9576897246474,NA,21.6027280477408,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.1325757575758,44.4876531207466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"198","St. Pierre & Miquelon","PM","SPM","666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.5548559735558,NA,75.7097791798107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.2631077216397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199","Sudan","SD","SDN","736",0.0746814716101441,0.0761563660089357,0.0652036884980237,0.0711591280352775,0.0390794468654564,0.0684896629899118,0.0693424110291847,0.0544030430525529,NA,0.106764053666396,0.327554972684853,0.351061196890815,0.342486251123943,0.305771156171961,1.09302693913039,1.1209668609254,1.17309096979445,1.57760542744621,1.36809438252074,0.862932941391039,30.8702957284927,14.09999994,26.61,24.64,22.7,21,17.46,16.7,NA,NA,70.1831778423149,69.784391915375,72.0079141595118,71.8159085622042,73.1920151468015,74.6047277567904,76.4180826303788,70.8809366624836,35.7356338914692,52.3758118139947,28.6892513132756,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0493073756450589,0.87612316980693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200","Suriname","SR","SUR","740",12.7043872289449,12.4833478236482,12.6072779028763,9.42352850701878,2.86186218535675,5.40753263309592,6.77792983988408,8.38645659556855,1.7336664684933,1.11308141389959,15.2950572058543,15.6057185326453,15.7606463582161,16.4387285542339,15.3450466587019,15.5202625294405,15.9722491662741,16.0559483379352,15.6928803260218,16.009412916188,48.9451739738554,45.4,42.763827782511,40.08,37.4,34.6812,32,31.59,31.36,21.06,139.505097318824,142.839111469884,NA,134.215755182485,167.692983391563,158.708986626858,105.140740330165,99.6903839649911,146.032486413018,98.4947016901297,127.069575323472,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.32752406204279,16.0503400544938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201","Swaziland (Eswatini)","SZ","SWZ","748",NA,0.711234391739013,0.628367939949569,0.543456601367337,0.343526755738202,0.317709452898578,0.386440359831181,0.465745343231487,0.14222666050099,0.0735276609727176,NA,3.64507625766244,3.77020763969741,3.89477230979925,4.05472416460354,4.23244203624627,4.22176471896287,4.97409462668934,7.07300987936006,4.27077157017666,47,28.5735227827685,25.64304231,26.17500573,24.7,20.7817825772944,18.13,11.04,8.94,6.85,93.5273225136801,89.318014321403,NA,85.232110314444,83.7245746420838,82.1645812688677,74.5862086857261,71.5033958842685,62.8324099002617,68.1608546660193,50.6353189928996,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.74848442165493,4.30136816690398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202","Sweden","SE","SWE","752",39.134854273691,39.0347662408571,37.4111974503475,35.8039723705703,31.9433795007714,32.2040715042903,32.7262400062549,33.8564140331987,31.6231664108797,31.428091032594,23.9919058433529,26.4733622644801,31.5606221101713,36.4022857259894,38.9859464342775,40.8444423465297,43.6882021777229,50.4195452094148,47.346987496184,55.1911519778565,95.51006745,89.65094761,90.6102,92.52,94.7836,93.1799880065108,92.7699860554046,90,91,90,126.395198899615,127.523170733815,125.120236013381,129.43053471856,127.036386528412,124.915242395105,124.160981060928,120.995065867656,112.100316468642,117.062942856826,108.418535823589,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.9800543166528,57.7929043565326,NA,NA,92.1416770535508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203","Switzerland","CH","CHE","756",46.3309902363596,46.3057682037095,45.0305772718274,44.6024268465759,37.3112852052365,40.1144628654403,42.3991333942871,43.0902405336972,35.5358471164643,33.5347898107538,39.2347246431957,42.0368187342091,45.9822454088746,49.8989065028279,53.310978963934,56.6455803133306,58.9657083430944,62.8502658901798,61.9549128164035,66.5268065509811,89.68614767,89.13468774,87.4790555978675,87.4,86.34,85.2,85.1930281804854,83.9,81.3,79.2,131.13593929093,134.155326359438,129.609479015639,135.513015599435,135.876155038714,136.2535852679,131.881358319643,127.515444558436,120.85433330853,123.505677979939,116.711464167924,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.9318466491429,63.3345844012341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204","Syrian Arab Republic","SY","SYR","760",7.84392758312941,8.32415070054548,5.78059411155945,4.05203349282297,0.326819919120999,1.18477276810405,1.76799391944035,2.6786475404382,0.163431140043138,0.0534987401784685,16.1699072478777,15.9466796227678,19.8381444641817,19.6676376953837,19.3955590463665,22.6206441864864,20.8135279195665,19.0475622057669,20.3445481330711,18.2549145701288,34.2534019252321,31.869627268866,29.979797235769,28.09,26.2,24.3001,22.5,20.7,17.3,14,89.999355392632,76.4352733877928,98.3740036991318,79.5240681324777,75.0358925430466,62.7789385488471,63.5064897957107,61.2708156294892,47.25983693291,54.750071960113,34.1470432836022,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.575377404649457,17.5834123030552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"205","Taiwan","TW","TWN","158",24.1292717076209,24.1338017632946,24.0746669940978,24.010763122044,22.9071323659838,27.62175751329,29.9379179425199,31.6560003296445,21.630890301848,21.827047994389,55.5259149489642,57.2980956002282,58.3067126199287,59.07395770778,59.7846643466688,70.8640347180647,68.5211130421791,70.8720166265079,72.6611016957711,68.5788718808844,92.78196123,79.74518686,78.0368731434196,78.0376205039838,76.2891712893143,75.9908,72,71.5,69.9,65.84,121.554212697468,123.82115487209,123.663142331389,125.996047878981,129.228669397585,126.847409367992,126.163319526502,124.051839450869,116.681678142475,120.062386062245,110.397777144968,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.7053062334851,62.4200048264383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"206","Tajikistan","TJ","TJK","762",NA,0.0675655284277456,0.0692554428141072,0.070972085732387,0.0624386075712259,0.0685728653362261,0.0719623602115644,0.0739140123155285,0.0597440267175288,0.050735582731039,NA,5.39398135281503,5.40192453950036,5.40570719661681,5.33998446351695,5.2731039810198,4.99058075502534,4.88473168801846,4.9366613359385,4.71516152680205,21.959999999615,20.470000000055,18.980000000495,17.49,16,14.51,13.03,11.55,10.07,8.78,111.528165591399,108.500193742101,NA,100.413672630372,96.9255042480564,93.5150870949279,82.8969749842378,82.1564376012503,66.5331206627025,78.9229579320546,50.9508414090012,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.065215894490556,3.97978898546865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"207","Tanzania","TZ","TZA","834",1.52935787724415,1.39674581967009,0.600336706112417,0.20589467520047,0.0170340291601202,0.0878264375322907,0.116380689868428,0.169333566930924,0.0161281208447802,0.0153438347411178,0.220618744676892,0.23251593811008,0.244295723048195,0.277411996391094,0.302786832197501,0.340322506825003,0.374826020768482,0.393516741165176,0.352639840789997,0.401454860043339,25,13,20,7,4.4,3.95,3.2,2.9,2.4,1.9,73.094789990234,75.484952373484,77.2413522328365,77.0465644210544,63.7756169311229,56.6028298214829,57.8480981989895,56.1954924771277,40.5570723051958,47.3179194987657,31.0766244633959,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0618914525338012,0.295812026699324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208","TFYR Macedonia","MK","MKD","807",19.9363212970791,19.0343785482777,18.3362866053136,17.4297176780191,12.4950923365114,15.0544912494854,16.304194421471,17.0419800026471,11.250778743175,8.75590682204388,18.0244239319391,17.604692804405,17.7037721621555,17.8424471752412,18.4615754833897,19.0997207700908,19.6848252741436,19.9489458121513,20.3645668223733,21.1354643387582,74.51682418,72.15681447,70.3802,68.06,65.24,57.449947312961,56.7,51.9,51.77,46.04,96.4462948055616,98.5462404535303,98.455849064575,100.204633420028,107.058704623937,107.763863112318,107.770510992259,106.790681919838,93.9187709849838,103.992966768901,95.1733482061014,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.5858512019617,22.1118911359818,NA,NA,79.1677551850871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209","Thailand","TH","THA","764",13.2352077612906,11.8595904251146,10.4666711554898,9.06504304454702,4.8394220477146,6.66165831038115,7.61910151011707,7.948713730085,3.92463295595594,3.11553937034811,4.21873147598435,5.00796057668703,6.82312708931082,7.72617009528017,8.314003883122,8.88699513583763,9.40061850969254,10.1721008286506,9.86546065051198,10.7750509935126,52.89192934,47.50496562,39.3161267365004,34.89,28.94,26.46,23.669925618731,22.4,20.1,18.2,175.596494196415,173.505481438746,180.182611875278,149.811151242858,141.87285079712,137.720542685473,125.319959345458,114.708011097658,98.6323175827109,106.743463221713,92.9449112010729,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.7687988640961,11.1141434493138,NA,NA,56.8174809301456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210","The Americas","16","106","906",21.2169343459641,20.1789229665215,19.1845621001278,18.4705022368899,14.3214426310569,16.2743468672218,17.0211350962229,17.5962640394149,12.9865912253506,12.2559212172955,23.2465183177831,23.8516468395071,24.6769621211333,25.3620958595046,25.9236815625666,26.8297389478162,27.8245626600985,29.2691499891671,28.4251913593726,29.8659105282117,67.5,64.6870545423564,62.2774755640802,57.9768532225287,55.842250871713,54.8789441002771,50.9092028559994,48.5372219699612,46.1184342234644,44.1504662751834,111.807414587045,112.271641609207,109.71368401782,112.177937210299,112.253317171082,108.177236839912,104.223730196028,100.75368723293,87.2566196457157,94.2027699429426,80.7920113555675,94.8654892989801,89.4820439924663,85.0905805492845,78.4127693770641,67.9185734797593,55.5429083774343,46.168788659126,36.1670183710448,25.4186736216669,15.4010113181517,31.2294137614386,74.558310502432,72.1988361945449,69.6,68.5969466508752,62.9920217547908,58.6913511528703,56.1934533237331,55.1798255894706,51.0621097965201,48.7623927050808,46.3491741162211,44.3179583442974,NA,NA
"211","Timor-Leste","TL","TLS","626",0.276030896532579,0.269131588133758,0.084311499826128,0.0859314788406272,0.0457237753572627,0.0529570324291214,0.0606957115878518,0.0875392031718485,0.0438434407513146,0.00672710958840512,0.173978330785962,0.191512944215923,0.208728372624023,0.22736733701022,0.302895861558624,0.260124478233651,0.264785162145607,0.265838029927125,0.274356309251845,0.270600599286776,27.4927317258886,25.24624959,23,17.5,11,7,4,3,2,1.5,125.205226911872,122.376665726227,103.240918189174,115.077045762692,117.151722980999,56.360303617291,54.8105285641407,55.1722991759429,32.6629910162835,43.2565204389848,11.8436922925326,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0494092894854337,0.250229527084196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212","Togo","TG","TGO","768",0.331546351399331,0.65662363735982,0.649311826402063,0.902233708462934,0.423954545220962,0.612550486735011,0.0994288484859639,0.176660128887644,0.0666470959479814,0.0314132510988885,0.477760878215024,0.469066986522264,0.450295880758743,0.719498336646567,0.746861866068927,0.89920200979996,0.909237328658071,0.934506380652163,0.913788976041788,2.85902603412184,12.36022497,11.31,7.12,5.7,4.5,4,3.5,3,2.6,2.4,78.8455608215342,73.3083877644475,77.8861017356495,66.2993479042784,63.2686186606893,61.2963825153615,48.8977324279442,40.8635277776051,34.9926689794243,40.5234051717627,25.4715604051668,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.516059644542107,2.31644371093891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213","Tokelau","TK","TKL","772",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,26.3157894736842,NA,26.6429840142096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.6429840142096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214","Tonga","TO","TON","776",NA,2.94123414184592,2.96639079232298,2.43895178654707,1.05783470851845,1.46003873969456,1.67046615832089,1.7816842855446,0.962556550197324,0.697433714777663,NA,14.4091060609032,10.8767662385176,13.1175519195086,11.877895236964,30.4614417105573,29.2007747938912,29.8117054218837,28.9681543423263,29.839253056117,41.248727643705,39.95,38.65127243,35.95444145,32.75396061,30,25,16,10,8.11076994380395,105.823643600855,79.1037544619462,NA,72.9234677171292,67.3080730094627,56.5010612373241,54.5081129485969,53.1082829609316,51.0154971604582,52.2185678841382,48.8222946633262,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.25528668816747,24.7013416651351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215","Trinidad & Tobago","TT","TTO","780",24.4005977653591,23.6099761643109,18.5530212840094,20.3252068117998,12.2614439516108,14.9767366463442,15.6975348359278,18.211833272776,9.84586617004686,6.50062421877556,23.1273604284801,18.6007243910845,19.7586312029966,19.7669463077453,21.2076970224136,21.5180877932604,21.3117899137356,22.0845282939313,21.8560700744961,22.9555691823185,77.3260529262867,73.296941218486,69.198470608693,65.1,63.8,59.5162,55.2,48.5,44.3,34.8,146.716072074962,157.223424025088,140.056754611852,154.95370451454,145.379180750838,143.596712129618,140.069630188152,136.673407285556,139.776142566222,142.622766907579,137.405730031656,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.8963356678526,23.9486991828478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216","Tunisia","TN","TUN","788",8.77109701768262,7.01262952900539,5.66410222271959,5.13398585270827,4.53401915367433,4.86132481583391,4.74743290643773,5.12997097313879,3.54263576349455,2.18281686578616,11.2580403920347,9.73606987851341,8.61760208493583,8.44048573030163,8.58155790534765,9.33062696984584,10.1308453709145,12.1255798174447,11.3367585562304,12.1469235187723,64.1908102327387,49.59999484,46.5,46.16,43.8,41.4416,39.1,36.8,34.07,27.53,125.36975957286,126.345961520513,127.70719678802,130.5540392,129.109405135096,116.063378718667,118.409575290942,115.321116973938,93.0772450728665,104.503535602944,82.598486158584,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.20726353301284,11.8976616393807,NA,NA,64.1908102327387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217","Turkey","TR","TUR","792",16.2827443176889,14.7009700251922,13.1529149762744,12.1032287407129,9.81398948895812,10.5410010977742,11.7133182541583,11.4805728544115,9.04397150145639,8.17534667401245,14.1285506034436,13.9409996369417,13.8768062598087,14.6353539983982,16.2229518305861,17.8486961330574,18.565943814588,22.4003051253842,20.711019732923,23.1828823211951,64.68461768,58.34773401,53.7449791423583,51.04,46.25,45.13,43.065710430925,39.82,36.4,34.37,95.9117047158745,94.0294386656009,97.3013278781048,93.7728450242125,93.0844342201095,91.7493370010709,90.6625519667841,88.9417951956102,88.0234472125259,85.4033006324002,93.4754542989804,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.3363712798657,24.8545185587604,NA,NA,71.0427610728292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
